model_id,alias,model_name,brand_id,class_id,narrative,status,abbreviation,quickbook_model_id,model_path,is_active,updated_by,updated_date
7233,"Sungrown Maduro","Sungrown Maduro",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! This cigar is a masterpiece. Not only did it rank #2 of the top 25 cigars in 2016, it garnered a 95 rating beating out many of its Cuban competitors! Make no mistake, this dark cigar is a very complex extra full bodied smoke. While the Connecticut Broadleaf wrapper gives this box pressed stick a bit of sweetness along the way, the bold, robust taste is smooth to the finish. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut Broadleaf</p>",active,SUNGROWNM,80001DDF-1495301332,rocky-patel-sungrown-maduro,1,98,"2023-01-06 09:42:57"
7234,"Thunder by Nimish","Thunder by Nimish",1221,86,,active,THUN,80001DE0-1495301458,rocky-patel-thunder-by-nimish,1,98,"2023-01-06 09:43:19"
7235,"Nimmy D","Nimmy D",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! One of the keys to Rocky’s success over the years is the number of choices he continues to create for all of us to enjoy. In case you didnt know, Nimmy is short for Nimish and Nimish is Rockys cousin. This robust, very full flavored edition arrived in 2011. Its strong complex taste is well balanced and very smooth while gaining strength along the way. The acorn doesnt fall far from the family tree with this one! Origin - Nicaragua Filler - Nicaraguan Binder - Honduran Wrapper Type - Habano</p>",active,NIM,80001DE1-1495301564,rocky-patel-nimmy-d,1,98,"2023-01-06 09:50:52"
7236,Platinum,Platinum,1221,86,NULL,inactive,PLATI,80001DE2-1495301632,rocky-patel-platinum,0,98,"2023-11-10 05:31:02"
7237,"Rocky Patel Private Cellar","Rocky Patel Private Cellar",1221,86,NULL,inactive,ROCKYPA,80001DE3-1495301698,rocky-patel-rocky-patel-private-cellar,0,1,"2023-11-10 05:31:02"
7238,Nording,Nording,1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! One of the keys to Rocky’s success over the years is the number of choices he continues to create for all of us to enjoy. This 90 rated edition is very special to me. Erik Nording has been one of worlds master pipe makers for decades. He actually visited my store in the late 90s to meet with all my pipe smoking customers. What many people dont know is that Erik is a huge cigar guy as well. As luck would have it, he and Rocky got together in 2011. This collaboration allowed Erik to create his own signature stick under Rockys banner. This medium-full bodied oily cigar is cool burning and smooth. Its old school pig tailed cap gives you a hint about the complex, subtle tastes youll enjoy encompassing tiny bits of sweetness, spice, coffee and buttered toast. Origin - Honduras Filler - Dominican-Nicaraguan Binder - Coming Soon! Wrapper Type - Nicaraguan</p>",active,NOR,80001DE4-1495301728,rocky-patel-nording,1,98,"2023-01-06 09:51:51"
7239,"Edge A-10","Edge A-10",1221,86,"<p>It hard to believe The Edge is over 15 years old. This massively popular edition has been pleasing so many smokers so consistently for so long. If you haven’t tried one, please check them out on our site. When the brand celebrated its 10th birthday, Rocky decided to do something entirely different to celebrate. Most twin wrapper sticks don’t stand up to their appearance when it comes to content and character. The medium bodied A-10 achieves both. It took a lot of thought blending this stick. The crispy, light tasting taste changes to a spicy, cedary flavor about mid way. As you move along, all of this intensifies. Very unique smoking experience. Enjoy! Origin - Honduras Filler - Nicaraguan-Panamanian Binder - Honduran Wrapper Type - Corojo</p>",active,EDGEA,80001DE7-1495302121,rocky-patel-edge-a-10,1,98,"2023-01-06 09:53:37"
7240,"Syncro Ritmo","Syncro Ritmo",1053,86,"<p>Avo cigars have never been cheap. In fact, their kind of pricey. What’s undisputed is that Davidoff has continued to produced the Avo line perfectly over decades. Each one is flawlessly made with an abundant draw. It’s wonderful to see so many new choices available to try within this iconic brand. This third addition to the line continues expanding the flavor experience that the Synchro name is becoming known for. This South American hybrid blends six countries worth of leaves into one very, very complex tasting medium bodied cigar. Ive often said that taste is a personal thing. If youve tried the Synchro line and like them, youll love this cigar. If you havent, this one will be like no other. Origin - Dominican Republic Filler - Brazilian-Honduran-Nicaraguan-Peruvian Binder - Mexican Wrapper Type - Ecuador Habano</p>",active,SYNCR,80001DEA-1495650589,avo-syncro-ritmo,1,98,"2022-12-20 14:56:33"
7241,"Swisher Sweets 2/99","Swisher Sweets 2/99",1360,86,NULL,inactive,SWISH,80001DEE-1496241743,swisher-sweets-swisher-sweets-299,0,98,"2023-11-10 05:31:02"
7242,Black,Black,1126,87,NULL,inactive,HOY:BLACK,80001E1F-1497498900,hoyo-de-monterrey-black,0,106,"2023-11-10 05:31:02"
7243,Heritage,Heritage,1255,87,"<p>The Bolivar Heritage is a medium to full bodied darkly wrapped cigar with a pigtailed cap and old school closed foot. This six country blend offer a Cuban style smoke with natural tobacco taste. Both flavor and strength increase noticeably as it moves along.&nbsp;</p><p>Wrapper: USA Habano Connecticut<br>Binder: Ecuadorian Sumatra<br>Filler: Dominican Republic, Honduras, Mexico &amp; Nicaragua</p>",active,BOL:HERITAGE,80001E21-1497499156,bolivar-heritage,1,121,"2022-12-16 09:04:02"
7244,"Soft Cherry Vanilla","Soft Cherry Vanilla",1106,86,NULL,active,SOFT,80001E57-1497984650,prince-albert-soft-cherry-vanilla,1,98,"2023-01-06 12:31:06"
7245,"Nick's Sticks Connecticut","Nick's Sticks Connecticut",1226,86,,active,NICK,80001E72-1498255450,perdomo-nicks-sticks-connecticut,1,98,"2023-01-06 12:58:08"
7246,"Stalk Cut","Stalk Cut",1200,87,"<p>The Henry Clay Stalk Cut series &nbsp;is a blending accomplishment. The long fillers and binder contained in these box pressed vitolas are from 2012-2013 vintage crops. That alone makes for a great cigar. Where this cigar separates itself from virtually all premiums is the USA Connecticut grown Broadleaf wrapper and the harvesting method employed for this edition. We know that after leaves are cut from the plant they’re either stored, aged, cured, fermented or a combination thereof. The plants grown for this cigar wrapper are actually cut off at the stalks base. Then the entire plant is hung upside down in the curing barns to age. This process allows all the minerals, nutrients and oils to continue flowing into the leaves. The result is a totally unique tasting, smooth and balanced medium to full bodied highly rated cigar that became a top 25 cigar of the year in 2017.&nbsp;</p><p>Wrapper: Connecticut Broadleaf (2012)<br>Binder: Dominican Piloto (2010)<br>Filler: Dominican Olor (2012), Piloto (2012) &amp; Nicaragua Criollo</p>",inactive,STAL,80001E86-1498523877,henry-clay-stalk-cut,0,106,"2023-11-10 05:31:02"
7247,Consigliere,Consigliere,1095,86,"<p>Being of Italian heritage myself, I got a kick out of this brand’s offering. I remember asking the company’s Rep. if they were going to start venturing into extortion and book making considering the edition’s obvious reference to organized crimes hierarchy. All kidding aside, this sticks four country blend produces a rich, balanced medium bodied smoke that burns smoothly to its finish. Origin - Nicaragua Filler - Colombian-Dominican-Nicaraguan Binder - Honduran Wrapper Type - Brazilian</p>",active,CONSI,80001E94-1498678589,cao-consigliere,1,98,"2022-12-20 17:29:30"
7248,"American Sungrown","American Sungrown",1230,86,"When Alec Bradley introduced its American Blend back in 2012 it garnered high ratings and great reviews not only because it was a great overall cigar but also because it was priced right. This well made mellow to medium flavored stick was throwback to old school Florida craftsmanship. When the Sun Grown line came out in 2018 the Churchill garnered a 91 rating. Remember, this is a very affordable cigar! This medium-full bodied beautifully dark stick amps up the taste just a bit over the original Classic blend. However, this slow burning beauty seems as though it has double the amount of tobacco inside. Enjoy this great cigar. I highly recommend a five pack of churchills.



Origin - Nicaragua

Filler - Nicaraguan

Binder - Nicaraguan

Wrapper Type - Sun Grown",active,AMERIC,80001EA4-1498753339,alec-bradley-american-sungrown,1,1,"2022-05-02 03:21:29"
7249,"Domestic Cigars","Domestic Cigars",1440,93,NULL,inactive,DOME,80001EA9-1499106797,deleted-domestic-cigars,0,1,"2023-11-10 05:31:02"
7250,"Game 2/99","Game 2/99",1331,86,NULL,inactive,GAME,80001EAE-1499107257,game-game-299,0,98,"2023-11-10 05:31:02"
7251,Tubes,Tubes,1318,111,NULL,inactive,TUBE,80001EB1-1499107407,texas-roll-em-tubes,0,106,"2023-11-10 05:31:02"
7252,"Swisher B1G1","Swisher B1G1",1360,86,NULL,perged,SWISHE,80001EB4-1499107592,swisher-sweets-swisher-b1g1,0,98,"2023-11-10 05:31:02"
7253,Filters,Filters,1359,86,NULL,active,FILT,80001EB6-1499107710,top-filters,1,98,"2022-12-28 21:58:22"
7254,"Boxes Nicaragua","Boxes Nicaragua",1279,86,,active,BOX,80001EC8-1499780291,pura-soul-boxes-nicaragua,1,98,"2023-01-06 11:57:25"
7255,"Boxes Honduras","Boxes Honduras",1279,86,,active,BOXE,80001EC9-1499780331,pura-soul-boxes-honduras,1,98,"2023-01-06 11:57:36"
7256,"Boxes Maduro","Boxes Maduro",1279,86,,active,BOXES,80001ECA-1499780404,pura-soul-boxes-maduro,1,98,"2023-01-06 11:57:46"
7257,"Epoca Reserva (1930)","Epoca Reserva (1930)",1281,87,,inactive,EPO,80001ECD-1499868275,nat-sherman-epoca-reserva-1930,0,106,"2023-11-10 05:31:02"
7258,Epoca,Epoca,1281,87,"<p>Oddly enough, Pre Cuban Embargo Epoca was one of the first premium brands sold by this iconic firm back in the day. After many, many years it was finally brought back and reformulated to rave reviews. Made by the Quesada family of Master Blenders in the Dominican Republic, this three country creation offers a complex taste while retaining the smoothness thats a trademark for Nat Sherman. The old saying, "Whats old is new again." says it all about these great cigars. Origin - Dominican Republic Filler - Dominican-Nicaraguan Binder - Dominican Wrapper Type - Ecuador Connecticut</p>",inactive,EPOC,80001ED3-1499868789,nat-sherman-epoca,0,106,"2023-11-10 05:31:02"
7259,Connecticut,Connecticut,1230,86,"This edition is another welcome addition to the Alec Bradley line. We know that this great company is well known for many medium-full bodied Cuban style smokes. The Connecticut is a mild to mellow flavored, creamy and smooth stick. The careful selection of Nicaraguan and Honduran lower leaf fillers and binder combined with an Ecuadorian grown Connecticut wrapper is well deserving of the 90 rating its received.



Origin - Nicaragua

Filler - Honduran-Nicaraguan

Binder - Honduran

Wrapper Type - Ecuador Connecticut",active,ALEC:CONNECTICUT,80001EDF-1499876811,alec-bradley-connecticut,1,1,"2022-05-02 03:21:30"
7260,"The Lineage","The Lineage",1230,86,"Im not a fan of big fat cigars so when I was handed a 665 size to try I was really taken back. While I loved the Old School pigtailed cap and its beautiful construction I was intimidated. Even though I didnt have the time to finish this behemoth, I marveled at the perfect draw and the huge volume of aromatic smoke it gave off. I was also surprised with the smooth, creamy, medium bodied friendly taste.



Given its 90 ratings, I had to try a more "normal" sized one again. Bingo! Just as I thought, it was great. If youre a fan of big ring cigars, the 665 and 770 will reward you with a terrific experience unlike other giant entries. If youre like me, pick a five pack of your favorite size and enjoy.



Origin - Honduras

Filler - Honduran-Nicaraguan

Binder - Nicaraguan

Wrapper Type - Honduran",active,THEL,80001EE0-1499876893,alec-bradley-the-lineage,1,1,"2022-05-02 03:21:30"
7261,"Nica Puro","Nica Puro",1230,86,"<p>This edition represents the companys first entry of a purely Nicaraguan stick. Its 90 rating proved yet again how knowledgeable the blenders at Alec Bradley are. This cigars Habano wrapper oily sheen is only the beginning. The different combination of fillers and binders produces a very complex solid medium bodied flavor with huge volumes of smoke. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Habano</p>",active,NICAP,80001EE1-1499877159,alec-bradley-nica-puro,1,98,"2022-12-20 14:02:47"
